id,parent_id,branch_code,branch_name,branch_level,province,city,address,service_phone,branch_status,opened_at,closed_at,created_at,updated_at
156,45,OT107,武汉中心社区网点,outlet,湖北省,武汉市,武汉市中心街 749 号,400-880107,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
157,45,OT108,武汉中心企业服务中心,outlet,湖北省,武汉市,武汉市中心街 756 号,400-880108,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
158,46,OT109,武汉东区营业部,outlet,湖北省,武汉市,武汉市东区街 763 号,400-880109,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
159,46,OT110,武汉东区社区网点,outlet,湖北省,武汉市,武汉市东区街 770 号,400-880110,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
160,46,OT111,武汉东区企业服务中心,outlet,湖北省,武汉市,武汉市东区街 777 号,400-880111,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
161,47,OT112,武汉西区营业部,outlet,湖北省,武汉市,武汉市西区街 784 号,400-880112,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
162,47,OT113,武汉西区社区网点,outlet,湖北省,武汉市,武汉市西区街 791 号,400-880113,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
163,47,OT114,武汉西区企业服务中心,outlet,湖北省,武汉市,武汉市西区街 798 号,400-880114,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
164,48,OT115,武汉北区营业部,outlet,湖北省,武汉市,武汉市北区街 805 号,400-880115,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
165,48,OT116,武汉北区社区网点,outlet,湖北省,武汉市,武汉市北区街 812 号,400-880116,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
166,48,OT117,武汉北区企业服务中心,outlet,湖北省,武汉市,武汉市北区街 819 号,400-880117,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
167,49,OT118,武汉南区营业部,outlet,湖北省,武汉市,武汉市南区街 826 号,400-880118,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
168,49,OT119,武汉南区社区网点,outlet,湖北省,武汉市,武汉市南区街 833 号,400-880119,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
169,49,OT120,武汉南区企业服务中心,outlet,湖北省,武汉市,武汉市南区街 840 号,400-880120,active,2016-01-01 00:00:00,,2016-01-01 00:00:00,2026-01-01 00:00:00
